Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Electricity:Facility [J](Hourly)
 01/16  14:00:00,16.1,52.83333333,2.1,144.1666667,693,1226737749
 01/16  15:00:00,16.74166667,50.83333333,1.75,133.9166667,654.6666667,1209420306
 01/16  16:00:00,17.55,48.25,2.433333333,115.9166667,565.75,759999334.2
 01/16  17:00:00,17.15833333,46.41666667,2.808333333,99.91666667,224.9166667,935998975.5
 01/16  18:00:00,15.70833333,47.16666667,1.958333333,14.83333333,53.75,1160270322
 01/16  19:00:00,14.65,46.83333333,1.5,0,0,1252541927
 01/16  20:00:00,13.75833333,48.91666667,2.141666667,0,0,1164542100
 01/16  21:00:00,12.65833333,55.66666667,1.958333333,0,0,1164542087
 01/16  22:00:00,12.2,60.75,1.5,0,0,1076547108
 01/16  23:00:00,12.2,60.25,2.433333333,0,0,988542440.8
 01/16  24:00:00,11.90833333,63.08333333,3.975,0,0,900542621.8
 01/17  01:00:00,11.05833333,69.5,4.6,0,0,1035970942
 01/17  02:00:00,10.25,73.16666667,4.6,0,0,1035970942
 01/17  03:00:00,10,74,4.308333333,0,0,1035970943
 01/17  04:00:00,9.358333333,75.75,4.391666667,0,0,1035970942
 01/17  05:00:00,8.9,77,4.308333333,0,0,1079970855
 01/17  06:00:00,8.9,77,4.741666667,0,0,1257688806
 01/17  07:00:00,8.9,75.25,4.558333333,0,0,1550924907
 01/17  08:00:00,9.191666667,72.25,3.808333333,7.166666667,0,1904294231
 01/17  09:00:00,9.75,69.83333333,3.6,44.41666667,2.333333333,3784109155
 01/17  10:00:00,10.64166667,67.25,3.6,120.1666667,12.5,3651654026
 01/17  11:00:00,12.38333333,59.58333333,3.891666667,214.0833333,10.66666667,3647606039
 01/17  12:00:00,14.64166667,49.75,4.391666667,230.6666667,4.083333333,3919981831
 01/17  13:00:00,16.53333333,44.25,4.95,238.4166667,17.16666667,3875432638
 01/17  14:00:00,18.19166667,40.66666667,5.783333333,269.5833333,89.66666667,4116842951
 01/17  15:00:00,19.19166667,37.25,7.075,211.5833333,141.5833333,4133600452
 01/17  16:00:00,19.4,35.41666667,7.991666667,107.3333333,15,4134671680
 01/17  17:00:00,18.11666667,40.83333333,10.00833333,20.41666667,0,4294756381
 01/17  18:00:00,17.2,43.83333333,9.491666667,2,0,3966406373
 01/17  19:00:00,15.56666667,54.08333333,7.616666667,0,0,3249921614
 01/17  20:00:00,11.19166667,77.75,6.325,0,0,2742877533
 01/17  21:00:00,9.191666667,87.25,3.891666667,0,0,2086546607
 01/17  22:00:00,9.4,86,2.891666667,0,0,1998570290
 01/17  23:00:00,9.4,86,3.683333333,0,0,1257683987
 01/17  24:00:00,9.108333333,86,4.1,0,0,1079970855
 01/18  01:00:00,8.9,84.25,4.1,0,0,1035970943
 01/18  02:00:00,9.541666667,76,4.741666667,0,0,1035970944
 01/18  03:00:00,9.65,78,4.85,0,0,1035970942
 01/18  04:00:00,9.4,79.5,6.116666667,0,0,1035970943
 01/18  05:00:00,9.4,78.75,6.616666667,0,0,1079970851
 01/18  06:00:00,9.108333333,85.25,4.683333333,0,0,1257688811
 01/18  07:00:00,8.9,89,3.891666667,0,0,1550805309
 01/18  08:00:00,8.9,91.33333333,3.516666667,3.666666667,0.333333333,1955749423
 01/18  09:00:00,8.55,90.66666667,6.716666667,23.33333333,0.25,3784501885
 01/18  10:00:00,8.3,87.25,9.008333333,64.33333333,0.75,3652369442
 01/18  11:00:00,8.65,84.25,7.866666667,117.8333333,0.25,3476098665
 01/18  12:00:00,9.191666667,79.5,8.133333333,171.6666667,3.25,3475876814
 01/18  13:00:00,10.1,70.58333333,8.8,246.1666667,12.16666667,3296417556
 01/18  14:00:00,10.25,64.83333333,8.45,184.5,5,3475635506
 01/18  15:00:00,10,62.25,9.133333333,156,3.583333333,3475639648
 01/18  16:00:00,9.65,61,7.991666667,166,14.25,3475554812
 01/18  17:00:00,9.4,63.91666667,5.825,50.16666667,3.25,3651747816
 01/18  18:00:00,9.4,63.08333333,5.2,11.27777778,5.555555556,3307218091
 01/18  19:00:00,9.108333333,61,5.783333333,0,0,2713032851
 01/18  20:00:00,8.9,61,6.2,0,0,2625156086
 01/18  21:00:00,8.55,59.25,5.908333333,0,0,2087371241
 01/18  22:00:00,8.008333333,59.75,6.283333333,0,0,1999645058
 01/18  23:00:00,7.45,61,6.408333333,0,0,1257683989
 01/18  24:00:00,6.908333333,60.41666667,5.616666667,0,0,1079970854
 01/19  01:00:00,6.058333333,64.66666667,4.558333333,0,0,1035970944
 01/19  02:00:00,5.25,69.16666667,4.1,0,0,1035970940
 01/19  03:00:00,4.008333333,73.5,2.583333333,0,0,1035970940
 01/19  04:00:00,3.3,76,2.141666667,0,0,1042219089
 01/19  05:00:00,3.008333333,74.25,2.891666667,0,0,1087795239
 01/19  06:00:00,3.091666667,69.5,2.516666667,0,0,1263961949
 01/19  07:00:00,3.3,65.83333333,2.683333333,0,0,1556671872
 01/19  08:00:00,2.658333333,67.91666667,3.391666667,7.5,103.5,1908278369
 01/19  09:00:00,3.483333333,62.41666667,3.308333333,28.83333333,551.6666667,3785277596
 01/19  10:00:00,6.033333333,50.58333333,2.166666667,35.75,773.8333333,3651986076
 01/19  11:00:00,7.841666667,40.75,1.5,65.66666667,853.25,3475462809
 01/19  12:00:00,8.65,37,1.85,95.25,863.5833333,3475417738
 01/19  13:00:00,9.541666667,34.66666667,2.391666667,126.75,837.5833333,3297094814
 01/19  14:00:00,10.35,33.58333333,2.6,127.6666667,810.6666667,3479196824
 01/19  15:00:00,10.89166667,31.66666667,2.6,114,816.5,3480252065
 01/19  16:00:00,11.45,32.33333333,2.891666667,97.58333333,692.4166667,3477348514
 01/19  17:00:00,11.05833333,36.33333333,2.516666667,79.33333333,368.6666667,3650738011
 01/19  18:00:00,9.9,39.75,2.391666667,17.58333333,91.52777778,3306401241
 01/19  19:00:00,9.108333333,42.75,2.308333333,0,0,2712247093
 01/19  20:00:00,8.9,45.16666667,1.75,0,0,2624347381
 01/19  21:00:00,8.55,47.16666667,1.85,0,0,2086524117
 01/19  22:00:00,8.008333333,50.33333333,2.391666667,0,0,1998789587
 01/19  23:00:00,7.158333333,58.41666667,2.308333333,0,0,1257683987
 01/19  24:00:00,6.058333333,65.91666667,0.875,0,0,1079970851
 01/20  01:00:00,5.25,62.16666667,0,0,0,1035970941
 01/20  02:00:00,4.358333333,63.25,0.875,0,0,1035970939
 01/20  03:00:00,3.55,65.83333333,1.5,0,0,1035970940
 01/20  04:00:00,3.65,56.83333333,1.5,0,0,1035970942
 01/20  05:00:00,2.616666667,65.58333333,0.625,0,0,1084645164
 01/20  06:00:00,1.7,72.5,1.225,0,0,1265498937
 01/20  07:00:00,1.35,70,2.1,0,0,1555256530
 01/20  08:00:00,1.1,68.25,2.391666667,5.166666667,127,1907328063
 01/20  09:00:00,2.733333333,58.83333333,1.083333333,23.25,603.25,3784637648
 01/20  10:00:00,5.533333333,45.41666667,1.516666667,36.75,824.6666667,3651653117
 01/20  11:00:00,7.633333333,34.75,2.891666667,58,910.8333333,3475421568
 01/20  12:00:00,9.291666667,28.66666667,2.516666667,78.08333333,931.4166667,3477191353
 01/20  13:00:00,10.35,24.66666667,2.683333333,84,954.4166667,3301534413
 01/20  14:00:00,11.53333333,21.25,3.1,82.25,978.4166667,3484743401
 01/20  15:00:00,12.55,19.41666667,2.516666667,80.5,940.4166667,3734482383
 01/20  16:00:00,13.09166667,20.16666667,2.683333333,75.08333333,794.3333333,3810671038
 01/20  17:00:00,12.65833333,21,3.1,68,427.25,3885074755
 01/20  18:00:00,10.91666667,27.41666667,3.391666667,10.63888889,130.3055556,3306284097
 01/20  19:00:00,9.358333333,36.08333333,2.725,0,0,2712157850
 01/20  20:00:00,8.55,39,1.75,0,0,2624272101
 01/20  21:00:00,8.008333333,40.75,0.625,0,0,2086361072
 01/20  22:00:00,7.158333333,44.91666667,0,0,0,1998550393
 01/20  23:00:00,6.35,50.5,0,0,0,1257683987
 01/20  24:00:00,5.808333333,55.91666667,0,0,0,1079970852
 01/21  01:00:00,5.25,59.16666667,1.808333333,0,0,856544323.1
 01/21  02:00:00,4.358333333,62.91666667,2.516666667,0,0,856544324.8
 01/21  03:00:00,3.55,63.25,2.1,0,0,856544325.2
 01/21  04:00:00,3.008333333,63.75,2.1,0,0,861217433.5
 01/21  05:00:00,2.8,65,1.75,0,0,906783031.4
 01/21  06:00:00,2.45,66.16666667,1.5,0,0,996359603.4
 01/21  07:00:00,2.2,67,1.85,0,0,1560125693
 01/21  08:00:00,2.2,65.25,2.975,8.5,58.83333333,1548575579
 01/21  09:00:00,2.841666667,62.83333333,3.6,36.58333333,395.5833333,2350764544
 01/21  10:00:00,4.933333333,56.75,3.891666667,44.83333333,778.4166667,2217472870
 01/21  11:00:00,7.091666667,46.58333333,3.808333333,65.5,880.4166667,2040872858
 01/21  12:00:00,8.441666667,40.25,2.375,80.41666667,893.4166667,2040646905
 01/21  13:00:00,9.891666667,36.66666667,1.85,90.66666667,909,2041996216
 01/21  14:00:00,10.6,34.41666667,0.875,99.25,893.0833333,2045384308
 01/21  15:00:00,11.53333333,31.66666667,1.225,102.8333333,820.0833333,1172928641
 01/21  16:00:00,12.2,30,2.391666667,93.66666667,687.4166667,1452111614
 01/21  17:00:00,12.2,30,2.308333333,70.41666667,398,1525231449
 01/21  18:00:00,11.55833333,32.91666667,1.75,10.16666667,129.8055556,1244837365
 01/21  19:00:00,10.45833333,39.66666667,2.141666667,0,0,1252546755
 01/21  20:00:00,9.65,43,2.308333333,0,0,1164546923
 01/21  21:00:00,9.75,37.16666667,3.908333333,0,0,1164546929
 01/21  22:00:00,10,26.58333333,5.783333333,0,0,1076550335
 01/21  23:00:00,10,20.83333333,5.616666667,0,0,988544064.2
 01/21  24:00:00,9.008333333,21.75,5.2,0,0,900544238.3
 01/22  01:00:00,8.3,22.41666667,4.558333333,0,0,856542710.9
 01/22  02:00:00,8.008333333,23.75,5.908333333,0,0,856542708.3
 01/22  03:00:00,7.8,24.41666667,6.033333333,0,0,856542718.7
 01/22  04:00:00,8.091666667,24,6.366666667,0,0,856542721.6
 01/22  05:00:00,8.3,24.58333333,7.491666667,0,0,906769902.3
 01/22  06:00:00,8.65,24.41666667,7.7,0,0,996333962.6
 01/22  07:00:00,8.55,24.58333333,6.241666667,0,0,1170777819
 01/22  08:00:00,8.3,25,4.558333333,4.666666667,145.6666667,1168061401
 01/22  09:00:00,8.941666667,25.58333333,2.933333333,24.5,637.25,1073703196
 01/22  10:00:00,10.1,24.25,3.558333333,41,849.5833333,939107916.8
 01/22  11:00:00,11.24166667,21.83333333,4.016666667,64.25,942.25,759999343.2
 01/22  12:00:00,12.34166667,21,3.308333333,81.33333333,978.3333333,800676608.2
 01/22  13:00:00,13.44166667,19.83333333,3.1,83.83333333,985.8333333,1117461690
 01/22  14:00:00,14.54166667,19,3.391666667,87.58333333,974.9166667,1208848368
 01/22  15:00:00,15.64166667,17.83333333,3.308333333,85.66666667,941.25,1236207366
 01/22  16:00:00,16.1,17,2.516666667,76,822.25,1268170997
 01/22  17:00:00,15.80833333,17,1.75,65.91666667,474.6666667,1028682121
 01/22  18:00:00,14.9,18.16666667,1.5,8.25,164.8611111,1129513130
 01/22  19:00:00,13.11666667,25.41666667,2.141666667,0,0,1252541922
 01/22  20:00:00,11.55833333,30.58333333,1.958333333,0,0,1164542091
 01/22  21:00:00,10.45833333,33.33333333,1.5,0,0,1164542101
 01/22  22:00:00,10,33.83333333,0.625,0,0,1076547107
 01/22  23:00:00,10,34.16666667,1.516666667,0,0,988542452
 01/22  24:00:00,9.358333333,35.58333333,2.308333333,0,0,900542633.9
 01/23  01:00:00,8.55,34.25,2.975,0,0,1035970945
 01/23  02:00:00,7.658333333,37.08333333,2.375,0,0,1040635366
 01/23  03:00:00,6.266666667,45.25,1.85,0,0,1042199437
 01/23  04:00:00,4.9,53.66666667,2.391666667,0,0,1043767934
 01/23  05:00:00,4.4,53.5,1.958333333,0,0,1086220324
 01/23  06:00:00,4.108333333,56.25,0.625,0,0,1265499365
 01/23  07:00:00,3.9,57.08333333,1.516666667,0,0,1556031538
 01/23  08:00:00,3.9,55,2.308333333,4.5,151.3333333,1957505639
 01/23  09:00:00,5.183333333,48,3.558333333,23.25,650.3333333,3784667559
 01/23  10:00:00,7.733333333,37.16666667,4.308333333,38.16666667,849.4166667,3651819047
 01/23  11:00:00,9.891666667,30.08333333,3.516666667,61.58333333,922.9166667,3475432824
 01/23  12:00:00,11.53333333,26.25,2.516666667,80.66666667,942,3478782014
 01/23  13:00:00,13.19166667,25.58333333,1.75,87.25,937.0833333,3655201952
 01/23  14:00:00,14.54166667,25.41666667,1.85,108.5833333,892.75,3919795851
 01/23  15:00:00,15.35,22.66666667,2.683333333,155.25,759.1666667,3970902613
 01/23  16:00:00,15.89166667,21.58333333,3.1,156.9166667,615.75,3998534431
 01/23  17:00:00,15.80833333,22,2.808333333,102.75,331.1666667,4155923027
 01/23  18:00:00,14.60833333,24.33333333,2.308333333,18.47222222,82.25,3735464134
 01/23  19:00:00,13.25833333,28.91666667,0.875,0,0,3064933016
 01/23  20:00:00,12.15833333,34.5,0,0,0,2729013571
 01/23  21:00:00,10.70833333,42.25,0,0,0,2085972321
 01/23  22:00:00,9.65,47.16666667,0,0,0,1998186018
 01/23  23:00:00,9.108333333,50.33333333,0.875,0,0,1257683989
 01/23  24:00:00,8.55,53.16666667,2.141666667,0,0,1079970856
 01/24  01:00:00,7.658333333,56.33333333,1.083333333,0,0,1035970942
 01/24  02:00:00,7.2,58,2.391666667,0,0,1035970940
 01/24  03:00:00,6.558333333,60.91666667,3.808333333,0,0,1035970940
 01/24  04:00:00,5.458333333,64.16666667,3.308333333,0,0,1035970939
 01/24  05:00:00,5,66.75,3.683333333,0,0,1079970852
 01/24  06:00:00,4.65,69.16666667,3.516666667,0,0,1257688830
 01/24  07:00:00,4.108333333,70,2.808333333,0,0,1552930097
 01/24  08:00:00,4.191666667,67.08333333,1.958333333,8.833333333,147.3333333,1905253531
 01/24  09:00:00,5.741666667,60.91666667,1.85,32,620.9166667,3783842227
 01/24  10:00:00,7.341666667,56.83333333,2.391666667,47.66666667,824.5833333,3651296862
 01/24  11:00:00,10.075,49.58333333,2.308333333,59.33333333,910.3333333,3475418890
 01/24  12:00:00,12.63333333,41.5,2.1,67,949.1666667,3654297096
 01/24  13:00:00,15.575,33.16666667,2.683333333,70.33333333,965.6666667,3807282457
 01/24  14:00:00,18.19166667,25.5,3.1,68.16666667,956.5,4105747432
 01/24  15:00:00,19.54166667,18.33333333,4.616666667,62.33333333,928.5,4119643156
 01/24  16:00:00,19.65,13.83333333,4.475,53.75,846.5833333,4110678311
 01/24  17:00:00,19.4,13,4.825,36.91666667,656.25,4273362162
 01/24  18:00:00,18.75833333,13,4.183333333,13.25,223.8611111,3907525630
 01/24  19:00:00,16.725,14.75,2.166666667,0,0,3257781732
 01/24  20:00:00,14.9,17.75,3.95,0,0,3065264508
 01/24  21:00:00,13.75833333,19.58333333,4.766666667,0,0,2463080314
 01/24  22:00:00,13.00833333,20.58333333,2.583333333,0,0,2331574629
 01/24  23:00:00,12.15833333,21.58333333,2.433333333,0,0,1257683986
 01/24  24:00:00,10.70833333,24.91666667,3.1,0,0,1079970853
 01/25  01:00:00,10,24.66666667,2.808333333,0,0,1035970938
 01/25  02:00:00,9.65,23,2.891666667,0,0,1035970938
 01/25  03:00:00,8.116666667,29.41666667,2.166666667,0,0,1035970940
 01/25  04:00:00,6.558333333,34.58333333,1.5,0,0,1035970941
 01/25  05:00:00,6.1,36.75,2.433333333,0,0,1079970854
 01/25  06:00:00,7.383333333,31,3.391666667,0,0,1257688826
 01/25  07:00:00,7.366666667,27.16666667,2.375,0,0,1550576151
 01/25  08:00:00,6.7,28,1.85,3.333333333,170.1666667,1903966703
 01/25  09:00:00,8.625,25.66666667,2.1,22.5,693.0833333,3783293828
 01/25  10:00:00,12.275,20.5,3.908333333,44.75,810.5833333,3809318588
 01/25  11:00:00,14.54166667,16.25,5.491666667,57.08333333,729.25,3890322757
 01/25  12:00:00,15.64166667,14.41666667,5.408333333,69.66666667,980.3333333,3967182636
 01/25  13:00:00,16.74166667,14,4.266666667,83.33333333,1013.5,3868659258
 01/25  14:00:00,18.19166667,12.83333333,3.6,87.83333333,1004.166667,4084869257
 01/25  15:00:00,19.19166667,12,3.6,87.25,966.3333333,4103578244
 01/25  16:00:00,19.75,12,1.5,80.66666667,840,4112228706
 01/25  17:00:00,20,12.58333333,1.225,70.75,499.8333333,4285553114
 01/25  18:00:00,19.00833333,14.16666667,1.75,10.88888889,172.3611111,3914762736
 01/25  19:00:00,16.725,17.91666667,2.141666667,0,0,3262021413
 01/25  20:00:00,14.60833333,22.33333333,1.083333333,0,0,3051985751
 01/25  21:00:00,12.90833333,27.5,1.225,0,0,2370858250
 01/25  22:00:00,11.55833333,32.33333333,0.875,0,0,1997584651
 01/25  23:00:00,10.80833333,34,0,0,0,1257683983
 01/25  24:00:00,9.9,38.08333333,0.875,0,0,1079970851
 01/26  01:00:00,9.108333333,41.58333333,1.5,0,0,1035970940
 01/26  02:00:00,8.258333333,44.33333333,0.625,0,0,1035970940
 01/26  03:00:00,7.45,46.58333333,0.875,0,0,1035970942
 01/26  04:00:00,6.908333333,49.33333333,0.625,0,0,1035970941
 01/26  05:00:00,6.7,49.83333333,1.225,0,0,1079970855
 01/26  06:00:00,6.35,51.33333333,0.875,0,0,1257688813
 01/26  07:00:00,6.741666667,48.91666667,0.875,0,0,1549981627
 01/26  08:00:00,6.908333333,47.75,0.625,5.166666667,156.1666667,1903478637
 01/26  09:00:00,8.975,39.08333333,0,27.08333333,642.5833333,3783049340
 01/26  10:00:00,12.525,27.91666667,0.875,44.41666667,835.75,3828225405
 01/26  11:00:00,15.18333333,25.58333333,1.5,71.58333333,884.9166667,3945782854
 01/26  12:00:00,17.73333333,23.66666667,1.85,81.33333333,925.9166667,4087026600
 01/26  13:00:00,20.825,19.08333333,2.391666667,89.5,959.6666667,3977549471
 01/26  14:00:00,22.84166667,15.25,2.6,105.3333333,938.5,4233498811
 01/26  15:00:00,23.94166667,14,2.6,111.9166667,870.75,4262112906
 01/26  16:00:00,25.1,13.41666667,3.766666667,98.08333333,734,4278382909
 01/26  17:00:00,24.9,13.58333333,3.433333333,82.08333333,297.8333333,4425105594
 01/26  18:00:00,23.46666667,16.33333333,1.958333333,19.5,104.9722222,4038989349
 01/26  19:00:00,20.175,24.41666667,2.141666667,0,0,3366559194
 01/26  20:00:00,17.36666667,31.91666667,1.958333333,0,0,3233235338
 01/26  21:00:00,16.35,34,1.5,0,0,2640977396
 01/26  22:00:00,16.74166667,29.91666667,3.658333333,0,0,2572946586
 01/26  23:00:00,17.84166667,24.66666667,5.783333333,0,0,1257683986
 01/26  24:00:00,18.65,21.83333333,6.2,0,0,1079970854
 01/27  01:00:00,18.25833333,22.16666667,5.266666667,0,0,1035970940
 01/27  02:00:00,17.45,23,4.95,0,0,1035970942
 01/27  03:00:00,17.2,23,5.2,0,0,1035970941
 01/27  04:00:00,17.2,21.83333333,6.075,0,0,1035970942
 01/27  05:00:00,17.2,21,6.408333333,0,0,1079970852
 01/27  06:00:00,17.2,20.41666667,5.908333333,0,0,1257688803
 01/27  07:00:00,16.90833333,20.58333333,5.408333333,0,0,2124677067
 01/27  08:00:00,16.35,21.58333333,4.85,20.33333333,50.83333333,2438667478
 01/27  09:00:00,17.09166667,21.41666667,5.241666667,99.75,284.5833333,4356584396
 01/27  10:00:00,18.73333333,20.41666667,5.408333333,162.5,399.1666667,4265801982
 01/27  11:00:00,20.74166667,18.25,5.783333333,216.75,542.9166667,4130341973
 01/27  12:00:00,21.99166667,15.83333333,5.266666667,263.8333333,502,4170038370
 01/27  13:00:00,23.19166667,14.41666667,4.6,201,707.4166667,4042918997
 01/27  14:00:00,24.19166667,14,4.308333333,255.25,574.4166667,4259486440
 01/27  15:00:00,24.75,14.58333333,3.808333333,274.8333333,270.1666667,4261815872
 01/27  16:00:00,24.65,15,3.6,204.6666667,68.33333333,4248591657
 01/27  17:00:00,24.10833333,15.58333333,3.016666667,105.25,5.75,4409263882
 01/27  18:00:00,22.90833333,17.75,2.891666667,22.58333333,0.083333333,4020321127
 01/27  19:00:00,21.55833333,18.41666667,3.683333333,0,0,3381851219
 01/27  20:00:00,20.45833333,18.58333333,3.808333333,0,0,3270865439
 01/27  21:00:00,19.35833333,20.16666667,3.308333333,0,0,2714670619
 01/27  22:00:00,18.9,21,3.391666667,0,0,2618687345
 01/27  23:00:00,18.55,21.58333333,3.6,0,0,1257683985
 01/27  24:00:00,17.01666667,26.66666667,3.016666667,0,0,1079970853
 01/28  01:00:00,15.80833333,31.16666667,2.308333333,0,0,856544322
 01/28  02:00:00,15.89166667,30.25,2.683333333,0,0,856544320.9
 01/28  03:00:00,15.10833333,33.08333333,1.291666667,0,0,856544320.4
 01/28  04:00:00,13.75833333,39.5,0.875,0,0,856544317.3
 01/28  05:00:00,13.3,40.83333333,1.85,0,0,900544230
 01/28  06:00:00,14.64166667,34.16666667,2.975,0,0,988548882.1
 01/28  07:00:00,15.25,31.16666667,3.308333333,0,0,2029481137
 01/28  08:00:00,15.64166667,29.66666667,3.391666667,16.83333333,10.83333333,2039095933
 01/28  09:00:00,16.45,28,3.891666667,94.25,106.1666667,2898428701
 01/28  10:00:00,17.98333333,25.66666667,4.391666667,171.3333333,421.75,2821788882
 01/28  11:00:00,20.18333333,22.25,5.533333333,166.25,813,2684989980
 01/28  12:00:00,22.09166667,19.83333333,5.616666667,121.3333333,885.4166667,2746538582
 01/28  13:00:00,23.73333333,17.25,4.266666667,199.5833333,668.3333333,2795675074
 01/28  14:00:00,24.4,16.58333333,3.016666667,246.75,444.5833333,2803596904
 01/28  15:00:00,25.39166667,15.83333333,2.6,201.25,595.0833333,1925817338
 01/28  16:00:00,25.45833333,16.16666667,2.308333333,162.3333333,468.75,1922075861
 01/28  17:00:00,25.35,17,0.875,122.1666667,245.5,2080477772
 01/28  18:00:00,24.60833333,18.16666667,0,28.91666667,109.5,1953685707
 01/28  19:00:00,22.61666667,23.08333333,1.808333333,0,0,1252546741
 01/28  20:00:00,20.06666667,30.66666667,2.516666667,0,0,1164546927
 01/28  21:00:00,18.25833333,34,0.875,0,0,1164546931
 01/28  22:00:00,17.45,36.33333333,1.225,0,0,1076550306
 01/28  23:00:00,16.90833333,39.16666667,2.1,0,0,988544056.3
 01/28  24:00:00,15.70833333,43.5,1.75,0,0,900544233.3
 01/29  01:00:00,15,43.08333333,1.85,0,0,856542715.5
 01/29  02:00:00,14.65,41,2.1,0,0,856542712.2
 01/29  03:00:00,13.46666667,44.5,1.75,0,0,856542699.7
 01/29  04:00:00,13.44166667,42.33333333,2.433333333,0,0,856542707.7
 01/29  05:00:00,13.25833333,41.91666667,2.516666667,0,0,900542627.1
 01/29  06:00:00,13.09166667,42.83333333,2.975,0,0,988547266.9
 01/29  07:00:00,13.00833333,43.75,3.308333333,0,0,1164542099
 01/29  08:00:00,12.8,45,3.1,15.5,91.5,1160270324
 01/29  09:00:00,14.08333333,40.91666667,3.683333333,62.83333333,484.5,1067998711
 01/29  10:00:00,16.28333333,33.91666667,2.933333333,72.66666667,742.6666667,935998976.6
 01/29  11:00:00,18.19166667,31.58333333,2.391666667,92.75,832.1666667,1297585722
 01/29  12:00:00,19.89166667,29.66666667,2.891666667,114.6666667,839.25,1372704471
 01/29  13:00:00,21.53333333,26.25,2.808333333,147.8333333,833.25,1452576245
 01/29  14:00:00,23.48333333,23.83333333,2.308333333,127.25,852.1666667,1417568885
 01/29  15:00:00,24.75,22.41666667,1.75,100.0833333,810.3333333,1503907579
 01/29  16:00:00,25.35,23.16666667,1.85,102.75,588.5833333,1434190147
 01/29  17:00:00,24.9,24.58333333,2.391666667,91.5,227,1668075382
 01/29  18:00:00,23.11666667,27.91666667,1.958333333,25.41666667,23.83333333,1227587200
 01/29  19:00:00,20.91666667,34.66666667,1.85,0,0,1252541925
 01/29  20:00:00,19.35833333,39.16666667,1.75,0,0,1164542098
